id,departement-nom,titulaire-profession,titulaire-soutien,date,titulaire-soutien-harmo
EL066_L_1973_03_031_03_2_PF_02,Haute-Garonne,docteur,Union des républicains de progrès,11/03/1973,Droite républicaine / gaulliste
EL066_L_1973_03_031_04_2_PF_01,Haute-Garonne,non mentionné,socialiste,11/03/1973,Parti socialiste
EL066_L_1973_03_031_04_2_PF_02,Haute-Garonne,non mentionné,Union des républicains de progrès,11/03/1973,Droite républicaine / gaulliste
EL066_L_1973_03_031_05_2_PF_01,Haute-Garonne,journaliste,Parti socialiste,11/03/1973,Parti socialiste
EL066_L_1973_03_031_05_2_PF_02,Haute-Garonne,non mentionné,républicain,11/03/1973,Divers républicain
EL066_L_1973_03_031_06_2_PF_01,Haute-Garonne,ingénieur Arts et Métiers,Parti socialiste,11/03/1973,Parti socialiste
EL066_L_1973_03_031_06_2_PF_02,Haute-Garonne,journaliste parlementaire,Républicains indépendants,11/03/1973,Républicains indépendants
EL066_L_1973_03_033_01_2_PF_01,Gironde,professeur finances publiques Université,Parti socialiste,11/03/1973,Parti socialiste
EL066_L_1973_03_033_01_2_PF_02,Gironde,non mentionné,Union des démocrates pour la République,11/03/1973,UDR
EL066_L_1973_03_033_10_2_PF_01,Gironde,non mentionné,Parti socialiste,11/03/1973,Parti socialiste
EL066_L_1973_03_033_10_2_PF_02,Gironde,propriétaire exploitant,Union des républicains de progrès,11/03/1973,Droite républicaine / gaulliste
EL066_L_1973_03_033_02_2_PF_01,Gironde,non mentionné,non mentionné,11/03/1973,Non mentionné
EL066_L_1973_03_033_02_2_PF_02,Gironde,non mentionné,non mentionné,11/03/1973,Non mentionné
EL066_L_1973_03_033_02_2_PF_03,Gironde,professeur agrégé Université,Mouvement réformateur,11/03/1973,Mouvement réformateur
EL066_L_1973_03_033_03_2_PF_01,Gironde,,Parti socialiste,11/03/1973,Parti socialiste
EL066_L_1973_03_033_03_2_PF_02,Gironde,docteur en médecine,Union des républicains de progrès,11/03/1973,Droite républicaine / gaulliste
EL066_L_1973_03_033_04_2_PF_01,Gironde,,Parti socialiste,11/03/1973,Parti socialiste
EL066_L_1973_03_033_04_2_PF_02,Gironde,avocat Cour,Union des républicains de progrès,11/03/1973,Droite républicaine / gaulliste
EL066_L_1973_03_033_05_2_PF_01,Gironde,docteur,Radicaux de gauche,11/03/1973,Mouvement des radicaux de gauche
EL066_L_1973_03_033_05_2_PF_02,Gironde,non mentionné,Centre Démocratie et Progrès,11/03/1973,Centre réformateur / démocratie et progrès
EL066_L_1973_03_033_06_2_PF_01,Gironde,professeur délégué collège d'enseignement secondaire,Parti socialiste,11/03/1973,Parti socialiste
EL066_L_1973_03_033_06_2_PF_02,Gironde,docteur,non mentionné,11/03/1973,Non mentionné
EL066_L_1973_03_033_07_2_PF_01,Gironde,non mentionné,Parti socialiste,11/03/1973,Parti socialiste
EL066_L_1973_03_033_07_2_PF_02,Gironde,non mentionné,Centre national des indépendants et paysans,11/03/1973,CNIP / Indépendants et paysans
EL066_L_1973_03_033_08_2_PF_01,Gironde,,Parti socialiste,11/03/1973,Parti socialiste
EL066_L_1973_03_033_08_2_PF_02,Gironde,non mentionné,Centre national des indépendants et paysans,11/03/1973,CNIP / Indépendants et paysans
EL066_L_1973_03_033_09_2_PF_01,Gironde,professeur histoire géographie,Gauche radicale,11/03/1973,Gauche radicale
EL066_L_1973_03_033_09_2_PF_02,Gironde,avocat,non mentionné,11/03/1973,Non mentionné
EL067_L_1973_03_055_01_2_PF_01,Meuse,non mentionné,Parti communiste français,11/03/1973,Parti communiste français
EL067_L_1973_03_055_01_2_PF_02,Meuse,non mentionné,non mentionné,11/03/1973,Non mentionné
EL067_L_1973_03_055_02_2_PF_01,Meuse,non mentionné,non mentionné,11/03/1973,Non mentionné
EL067_L_1973_03_055_02_2_PF_02,Meuse,conseiller pédagogique,Parti communiste français,11/03/1973,Parti communiste français
EL069_L_1973_03_080_01_2_PF_01,Somme,non mentionné,Parti socialiste,11/03/1973,Parti socialiste
EL069_L_1973_03_080_01_2_PF_02,Somme,non mentionné,socialiste indépendant,11/03/1973,Socialiste indépendant / social-démocrate
EL069_L_1973_03_080_02_2_PF_01,Somme,non mentionné,Union des républicains de progrès,11/03/1973,Droite républicaine / gaulliste
EL069_L_1973_03_080_02_2_PF_02,Somme,non mentionné,Parti socialiste,11/03/1973,Parti socialiste
EL069_L_1973_03_080_03_2_PF_01,Somme,non mentionné,non mentionné,11/03/1973,Non mentionné
EL069_L_1973_03_080_03_2_PF_02,Somme,SNCF,non mentionné,11/03/1973,Non mentionné
EL069_L_1973_03_080_04_2_PF_01,Somme,non mentionné,socialiste,11/03/1973,Parti socialiste
EL069_L_1973_03_080_04_2_PF_02,Somme,non mentionné,Parti socialiste,11/03/1973,Parti socialiste
EL069_L_1973_03_080_05_2_PF_01,Somme,non mentionné,non mentionné,11/03/1973,Non mentionné
EL069_L_1973_03_080_05_2_PF_02,Somme,non mentionné,Parti socialiste,11/03/1973,Parti socialiste
EL069_L_1973_03_089_03_2_PF_01,Yonne,professeur,Parti communiste français,11/03/1973,Parti communiste français
EL103_L_1978_03_033_07_1_PF_05,Gironde,non mentionné,Centre national des indépendants et paysans,01/03/1978,CNIP / Indépendants et paysans
EL102_L_1978_03_007_01_1_PF_01,Ardèche,enseignant,Lutte ouvrière,12/03/1978,Lutte ouvrière
EL102_L_1978_03_007_01_1_PF_02,Ardèche,chef TPP régional,Parti communiste français,12/03/1978,Parti communiste français
EL102_L_1978_03_007_01_1_PF_03,Ardèche,enseignant,Parti socialiste,12/03/1978,Parti socialiste
EL102_L_1978_03_007_01_1_PF_04,Ardèche,inspecteur sanitaire et social,non mentionné,12/03/1978,Non mentionné
EL102_L_1978_03_007_01_1_PF_05,Ardèche,ingénieur,Mouvement des démocrates,12/03/1978,Centre démocrate modéré
EL102_L_1978_03_007_01_1_PF_06,Ardèche,artisan,non mentionné,12/03/1978,Non mentionné
EL102_L_1978_03_007_01_1_PF_07,Ardèche,non mentionné,Rassemblement pour la République,12/03/1978,RPR
EL102_L_1978_03_007_01_1_PF_08,Ardèche,non mentionné,non mentionné,12/03/1978,Non mentionné
EL102_L_1978_03_007_02_1_PF_01,Ardèche,ouvrier,Lutte ouvrière,12/03/1978,Lutte ouvrière
EL102_L_1978_03_007_02_1_PF_02,Ardèche,non mentionné,Parti communiste français,12/03/1978,Parti communiste français
EL102_L_1978_03_007_02_1_PF_03,Ardèche,professeur,Parti socialiste,12/03/1978,Parti socialiste
EL102_L_1978_03_007_02_1_PF_04,Ardèche,non mentionné,Rassemblement pour la République,12/03/1978,RPR
EL102_L_1978_03_007_02_1_PF_05,Ardèche,non mentionné,non mentionné,12/03/1978,Non mentionné
EL102_L_1978_03_007_03_1_PF_01,Ardèche,employé,Lutte ouvrière,12/03/1978,Lutte ouvrière
EL102_L_1978_03_007_03_1_PF_02,Ardèche,non mentionné,Union pour la démocratie française,12/03/1978,UDF
EL102_L_1978_03_007_03_1_PF_03,Ardèche,non mentionné,Parti communiste français,12/03/1978,Parti communiste français
EL102_L_1978_03_007_03_1_PF_04,Ardèche,professeur,Parti socialiste,12/03/1978,Parti socialiste
EL102_L_1978_03_007_03_1_PF_05,Ardèche,inspecteur direction PTT,non mentionné,12/03/1978,Non mentionné
EL102_L_1978_03_007_03_1_PF_06,Ardèche,artisan pâtissier,non mentionné,12/03/1978,Non mentionné
EL102_L_1978_03_007_03_1_PF_07,Ardèche,non mentionné,Rassemblement pour la République,12/03/1978,RPR
EL102_L_1978_03_007_03_1_PF_08,Ardèche,secrétaire,Front national,12/03/1978,Front national
EL103_L_1978_03_031_01_1_PF_01,Haute-Garonne,employé PTT,Lutte ouvrière,12/03/1978,Lutte ouvrière
EL103_L_1978_03_031_01_1_PF_02,Haute-Garonne,artiste,Parti socialiste unifié,12/03/1978,Parti socialiste unifié
EL103_L_1978_03_031_01_1_PF_03,Haute-Garonne,ouvrier qualifié SNCF,Ligue communiste révolutionnaire,12/03/1978,Ligue communiste révolutionnaire
EL103_L_1978_03_031_01_1_PF_04,Haute-Garonne,non mentionné,Parti communiste français,12/03/1978,Parti communiste français
EL103_L_1978_03_031_01_1_PF_05,Haute-Garonne,économiste,Parti socialiste,12/03/1978,Parti socialiste
EL103_L_1978_03_031_01_1_PF_06,Haute-Garonne,non mentionné,Mouvement des radicaux de gauche,12/03/1978,Mouvement des radicaux de gauche
EL103_L_1978_03_031_01_1_PF_07,Haute-Garonne,chef d'entreprise,Parti radical,12/03/1978,Parti radical
EL103_L_1978_03_031_01_1_PF_08,Haute-Garonne,non mentionné,non mentionné,12/03/1978,Non mentionné
EL103_L_1978_03_031_01_1_PF_09,Haute-Garonne,non mentionné,Rassemblement pour la République,12/03/1978,RPR
EL103_L_1978_03_031_01_1_PF_10,Haute-Garonne,assistante vente,Choisir la cause des femmes,12/03/1978,Féministe
EL103_L_1978_03_031_01_1_PF_11,Haute-Garonne,cadre commercial,Front national,12/03/1978,Front national
EL103_L_1978_03_031_01_1_PF_12,Haute-Garonne,non mentionné,écologistes,12/03/1978,Écologistes divers
EL103_L_1978_03_031_02_1_PF_01,Haute-Garonne,cardiologue,Parti socialiste,12/03/1978,Parti socialiste
EL103_L_1978_03_031_02_1_PF_02,Haute-Garonne,non mentionné,non mentionné,12/03/1978,Non mentionné
EL103_L_1978_03_031_02_1_PF_03,Haute-Garonne,non mentionné,non mentionné,12/03/1978,Non mentionné
EL103_L_1978_03_031_02_1_PF_04,Haute-Garonne,attaché administratif,Union des gaullistes de progrès,12/03/1978,Gaullistes indépendants
EL103_L_1978_03_031_02_1_PF_05,Haute-Garonne,non mentionné,Union des Français de bon sens,12/03/1978,Droite protestataire
EL103_L_1978_03_031_02_1_PF_06,Haute-Garonne,aide-soignant,Lutte ouvrière,12/03/1978,Lutte ouvrière
EL103_L_1978_03_031_02_1_PF_07,Haute-Garonne,employé PTT,Ligue communiste révolutionnaire,12/03/1978,Ligue communiste révolutionnaire
EL103_L_1978_03_031_02_1_PF_08,Haute-Garonne,non mentionné,non mentionné,12/03/1978,Non mentionné
EL103_L_1978_03_031_02_1_PF_09,Haute-Garonne,ingénieur commercial,Front national,12/03/1978,Front national
EL103_L_1978_03_031_02_1_PF_10,Haute-Garonne,enseignante,Choisir la cause des femmes,12/03/1978,Féministe
EL103_L_1978_03_031_02_1_PF_11,Haute-Garonne,non mentionné,Parti communiste français,12/03/1978,Parti communiste français
EL103_L_1978_03_031_03_1_PF_01,Haute-Garonne,ouvrière,Lutte ouvrière,12/03/1978,Lutte ouvrière
EL103_L_1978_03_031_03_1_PF_02,Haute-Garonne,orthophoniste,Parti socialiste unifié,12/03/1978,Parti socialiste unifié
EL103_L_1978_03_031_03_1_PF_03,Haute-Garonne,juriste,Parti socialiste,12/03/1978,Parti socialiste
EL103_L_1978_03_031_03_1_PF_04,Haute-Garonne,ingénieur-conseil expert,Parti radical-socialiste,12/03/1978,Parti radical / radical-socialiste
EL103_L_1978_03_031_03_1_PF_05,Haute-Garonne,cadre,Démocratie chrétienne,12/03/1978,Démocratie chrétienne
EL103_L_1978_03_031_03_1_PF_06,Haute-Garonne,pilote d'essais,non mentionné,12/03/1978,Non mentionné
EL103_L_1978_03_031_03_1_PF_07,Haute-Garonne,médecin,Choisir la cause des femmes,12/03/1978,Féministe
EL103_L_1978_03_031_03_1_PF_08,Haute-Garonne,non mentionné,écologistes,12/03/1978,Écologistes divers
EL103_L_1978_03_031_03_1_PF_09,Haute-Garonne,non mentionné,Parti communiste français,12/03/1978,Parti communiste français
EL103_L_1978_03_031_04_1_PF_01,Haute-Garonne,dessinateur industriel,Lutte ouvrière,12/03/1978,Lutte ouvrière
EL103_L_1978_03_031_04_1_PF_02,Haute-Garonne,éducateur technique,Parti socialiste unifié,12/03/1978,Parti socialiste unifié
EL103_L_1978_03_031_04_1_PF_03,Haute-Garonne,ouvrière Motorola,communistes fidèles au marxisme-léninisme et à la pensée de Mao Tsé-toung,12/03/1978,Extrême gauche marxiste-léniniste
EL103_L_1978_03_031_04_1_PF_04,Haute-Garonne,enseignante,Ligue communiste révolutionnaire,12/03/1978,Ligue communiste révolutionnaire
EL103_L_1978_03_031_04_1_PF_05,Haute-Garonne,non mentionné,Parti communiste français,12/03/1978,Parti communiste français
EL103_L_1978_03_031_04_1_PF_06,Haute-Garonne,non mentionné,Parti socialiste,12/03/1978,Parti socialiste
EL103_L_1978_03_031_04_1_PF_07,Haute-Garonne,avocat Cour,Mouvement des radicaux de gauche,12/03/1978,Mouvement des radicaux de gauche
EL103_L_1978_03_031_04_1_PF_08,Haute-Garonne,ingénieur informaticien CITEC ex-CII,Parti républicain,12/03/1978,Parti républicain
EL103_L_1978_03_031_04_1_PF_09,Haute-Garonne,ingénieur Aérospatiale,Rassemblement pour la République,12/03/1978,RPR
EL103_L_1978_03_031_04_1_PF_10,Haute-Garonne,architecte DPLG,Mouvement des démocrates,12/03/1978,Centre démocrate modéré
EL103_L_1978_03_031_04_1_PF_11,Haute-Garonne,non mentionné,écologistes,12/03/1978,Écologistes divers
EL103_L_1978_03_031_05_1_PF_01,Haute-Garonne,opérateur informatique,Lutte ouvrière,12/03/1978,Lutte ouvrière
EL103_L_1978_03_031_05_1_PF_02,Haute-Garonne,animateur,Parti socialiste unifié,12/03/1978,Parti socialiste unifié
EL103_L_1978_03_031_05_1_PF_03,Haute-Garonne,non mentionné,Parti communiste français,12/03/1978,Parti communiste français
EL103_L_1978_03_031_05_1_PF_04,Haute-Garonne,non mentionné,Parti socialiste,12/03/1978,Parti socialiste
EL103_L_1978_03_031_05_1_PF_05,Haute-Garonne,non mentionné,Mouvement des radicaux de gauche,12/03/1978,Mouvement des radicaux de gauche
EL103_L_1978_03_031_05_1_PF_06,Haute-Garonne,professeur,Rassemblement pour la République,12/03/1978,RPR
EL103_L_1978_03_031_05_1_PF_07,Haute-Garonne,non mentionné,non mentionné,12/03/1978,Non mentionné
EL103_L_1978_03_031_05_1_PF_08,Haute-Garonne,technicien,Mouvement des démocrates,12/03/1978,Centre démocrate modéré
EL103_L_1978_03_031_05_1_PF_09,Haute-Garonne,non mentionné,écologistes,12/03/1978,Écologistes divers
EL103_L_1978_03_031_06_1_PF_01,Haute-Garonne,non mentionné,Parti communiste français,12/03/1978,Parti communiste français
EL103_L_1978_03_031_06_1_PF_02,Haute-Garonne,docteur en chirurgie dentaire,Mouvement des radicaux de gauche,12/03/1978,Mouvement des radicaux de gauche
EL103_L_1978_03_031_06_1_PF_03,Haute-Garonne,médecin spécialiste,Parti radical,12/03/1978,Parti radical
EL103_L_1978_03_031_06_1_PF_04,Haute-Garonne,officier ministériel,Rassemblement pour la République,12/03/1978,RPR
EL103_L_1978_03_031_06_1_PF_05,Haute-Garonne,non mentionné,Parti socialiste,12/03/1978,Parti socialiste
EL103_L_1978_03_031_06_1_PF_06,Haute-Garonne,enseignante,Lutte ouvrière,12/03/1978,Lutte ouvrière
EL103_L_1978_03_033_01_1_PF_01,Gironde,ouvrier professionnel,Lutte ouvrière,12/03/1978,Lutte ouvrière
EL103_L_1978_03_033_01_1_PF_02,Gironde,ouvrier alimentation,communistes fidèles au marxisme-léninisme et à la pensée de Mao Tsé-toung,12/03/1978,Extrême gauche marxiste-léniniste
EL103_L_1978_03_033_01_1_PF_03,Gironde,ouvrière SAFT,Ligue communiste révolutionnaire,12/03/1978,Ligue communiste révolutionnaire
EL103_L_1978_03_033_01_1_PF_04,Gironde,institutrice,Parti communiste français,12/03/1978,Parti communiste français
EL103_L_1978_03_033_01_1_PF_05,Gironde,professeur agrégé Facultés de Droit,Parti socialiste,12/03/1978,Parti socialiste
EL103_L_1978_03_033_01_1_PF_06,Gironde,chef d'agence bancaire,Parti radical-socialiste,12/03/1978,Parti radical / radical-socialiste
EL103_L_1978_03_033_01_1_PF_07,Gironde,non mentionné,Rassemblement pour la République,12/03/1978,RPR
EL103_L_1978_03_033_01_1_PF_08,Gironde,professeur,Front national,12/03/1978,Front national
EL103_L_1978_03_033_01_1_PF_09,Gironde,non mentionné,Nature Environnement Santé,12/03/1978,Écologistes divers
EL103_L_1978_03_033_10_1_PF_01,Gironde,archiviste,Lutte ouvrière,12/03/1978,Lutte ouvrière
EL103_L_1978_03_033_10_1_PF_02,Gironde,professeur collège d'enseignement secondaire,Parti communiste français,12/03/1978,Parti communiste français
EL103_L_1978_03_033_10_1_PF_03,Gironde,professeur collège,Parti socialiste,12/03/1978,Parti socialiste
EL103_L_1978_03_033_10_1_PF_04,Gironde,docteur en médecine,Rassemblement pour la République,12/03/1978,RPR
EL103_L_1978_03_033_10_1_PF_05,Gironde,docteur,Union pour la démocratie française,12/03/1978,UDF
EL103_L_1978_03_033_10_1_PF_06,Gironde,huissier de justice,Fédération des républicains de progrès,12/03/1978,Droite républicaine / gaulliste
EL103_L_1978_03_033_10_1_PF_07,Gironde,non mentionné,Front national,12/03/1978,Front national
EL103_L_1978_03_033_10_1_PF_08,Gironde,non mentionné,non mentionné,12/03/1978,Non mentionné
EL103_L_1978_03_033_02_1_PF_01,Gironde,employé hôpital,Lutte ouvrière,12/03/1978,Lutte ouvrière
EL103_L_1978_03_033_02_1_PF_02,Gironde,cadre SEITA,Parti communiste français,12/03/1978,Parti communiste français
EL103_L_1978_03_033_02_1_PF_03,Gironde,service commercial SNCF,Parti socialiste,12/03/1978,Parti socialiste
EL103_L_1978_03_033_02_1_PF_04,Gironde,non mentionné,non mentionné,12/03/1978,Non mentionné
EL103_L_1978_03_033_02_1_PF_05,Gironde,professeur agrégé Université,indépendant,12/03/1978,Indépendant
EL103_L_1978_03_033_02_1_PF_06,Gironde,militaire,Front national,12/03/1978,Front national
EL103_L_1978_03_033_02_1_PF_07,Gironde,non mentionné,non mentionné,12/03/1978,Non mentionné
EL103_L_1978_03_033_03_1_PF_01,Gironde,enseignant,Lutte ouvrière,12/03/1978,Lutte ouvrière
EL103_L_1978_03_033_03_1_PF_02,Gironde,professeur lettres Institut universitaire de technologie,Parti communiste français,12/03/1978,Parti communiste français
EL103_L_1978_03_033_03_1_PF_03,Gironde,non mentionné,Parti socialiste,12/03/1978,Parti socialiste
EL103_L_1978_03_033_03_1_PF_04,Gironde,non mentionné,Union pour la démocratie française,12/03/1978,UDF
EL103_L_1978_03_033_03_1_PF_05,Gironde,docteur,Union pour la démocratie française,12/03/1978,UDF
EL103_L_1978_03_033_03_1_PF_06,Gironde,ingénieur en chef Ponts et Chaussées,Rassemblement pour la République,12/03/1978,RPR
EL103_L_1978_03_033_03_1_PF_07,Gironde,docteur en sciences,Choisir la cause des femmes,12/03/1978,Féministe
EL103_L_1978_03_033_03_1_PF_08,Gironde,éditeur,Parti socialiste démocrate,12/03/1978,Socialiste indépendant / social-démocrate
EL103_L_1978_03_033_03_1_PF_09,Gironde,non mentionné,Comités communistes autogestionnaires,12/03/1978,Divers historiques / protestataires
EL103_L_1978_03_033_04_1_PF_01,Gironde,instituteur,Lutte ouvrière,12/03/1978,Lutte ouvrière
EL103_L_1978_03_033_04_1_PF_02,Gironde,conducteur-électricien,communistes fidèles au marxisme-léninisme et à la pensée de Mao Tsé-toung,12/03/1978,Extrême gauche marxiste-léniniste
EL103_L_1978_03_033_04_1_PF_03,Gironde,enseignante,Ligue communiste révolutionnaire,12/03/1978,Ligue communiste révolutionnaire
EL103_L_1978_03_033_04_1_PF_04,Gironde,ouvrier aéronautique,Parti communiste français,12/03/1978,Parti communiste français
EL103_L_1978_03_033_04_1_PF_05,Gironde,non mentionné,Parti socialiste,12/03/1978,Parti socialiste
EL103_L_1978_03_033_04_1_PF_06,Gironde,ingénieur commercial,Parti républicain,12/03/1978,Parti républicain
